Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Number of Passengers
Sedan/Wagon,NSX,2022.0,Acura,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,22.0,21.0,Auto,0
Sedan/Wagon,A3 ,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,29.0,38.0,32.0,Auto,0
Sedan/Wagon,A3 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,28.0,36.0,31.0,Auto,0
Sedan/Wagon,A4 allroad quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,24.0,30.0,26.0,Auto,0
Sedan/Wagon,A4 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,26.0,34.0,29.0,Auto,0
Sedan/Wagon,A4 S line quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,24.0,31.0,27.0,Auto,0
Sedan/Wagon,A5 Cabriolet quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,31.0,26.0,Auto,0
Sedan/Wagon,A5 Coupe quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,24.0,31.0,27.0,Auto,0
Sedan/Wagon,A5 Sportback quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,26.0,34.0,29.0,Auto,0
Sedan/Wagon,A5 Sportback S line quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,24.0,31.0,27.0,Auto,0
Sedan/Wagon,A6 Allroad quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,28.0,23.0,Auto,0
Sedan/Wagon,A6 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,30.0,24.0,Auto,0
Sedan/Wagon,A6 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,33.0,26.0,Auto,0
Sedan/Wagon,A7 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,30.0,24.0,Auto,0
Sedan/Wagon,A7 TFSI e quattro,2022.0,Audi,Plug-in Hybrid Electric,26.0,410.0,0.0,0.0,70.0,25.0,31.0,27.0,Auto,0
Sedan/Wagon,A8L quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,28.0,22.0,Auto,0
Sedan/Wagon,e-tron GT,2022.0,Audi,Electric,238.0,0.0,81.0,83.0,82.0,0.0,0.0,0.0,Auto,0
SUV,e-tron quattro,2022.0,Audi,Electric,222.0,0.0,78.0,77.0,78.0,0.0,0.0,0.0,Auto,0
SUV,"e-tron S (20"" wheels)",2022.0,Audi,Electric,208.0,0.0,72.0,75.0,73.0,0.0,0.0,0.0,Auto,0
SUV,"e-tron S (21"" or 22"" wheels)",2022.0,Audi,Electric,181.0,0.0,62.0,64.0,63.0,0.0,0.0,0.0,Auto,0
SUV,e-tron Sportback quattro,2022.0,Audi,Electric,218.0,0.0,76.0,78.0,77.0,0.0,0.0,0.0,Auto,0
SUV,"e-tron S Sportback (20"" wheels)",2022.0,Audi,Electric,212.0,0.0,73.0,78.0,75.0,0.0,0.0,0.0,Auto,0
SUV,"e-tron S Sportback (21"" or 22"" wheels)",2022.0,Audi,Electric,185.0,0.0,64.0,66.0,65.0,0.0,0.0,0.0,Auto,0
SUV,Q4 e-tron quattro,2022.0,Audi,Electric,241.0,0.0,100.0,89.0,95.0,0.0,0.0,0.0,Auto,0
SUV,Q4 e-tron Sportback quattro,2022.0,Audi,Electric,241.0,0.0,100.0,89.0,95.0,0.0,0.0,0.0,Auto,0
SUV,Q5 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,28.0,25.0,Auto,0
SUV,Q5 S line quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,28.0,25.0,Auto,0
SUV,Q5 Sportback S line quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,28.0,25.0,Auto,0
Sedan/Wagon,Q5 TFSI e quattro,2022.0,Audi,Plug-in Hybrid Electric,23.0,390.0,0.0,0.0,61.0,25.0,27.0,26.0,Auto,0
SUV,Q7 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,23.0,20.0,Auto,0
SUV,Q8 quattro,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,23.0,20.0,Auto,0
Sedan/Wagon,RS 6 Avant,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,15.0,22.0,17.0,Auto,0
Sedan/Wagon,RS7,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,15.0,22.0,17.0,Auto,0
SUV,RS e-tron GT,2022.0,Audi,Electric,241.0,0.0,100.0,89.0,95.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,RS Q8,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,13.0,19.0,15.0,Auto,0
Sedan/Wagon,S6,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,28.0,22.0,Auto,0
Sedan/Wagon,S7,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,28.0,22.0,Auto,0
Sedan/Wagon,S8,2022.0,Audi,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,14.0,23.0,17.0,Auto,0
Sedan/Wagon,Flying Spur Hybrid,2022.0,Bentley Motors,Plug-in Hybrid Electric,21.0,430.0,0.0,0.0,46.0,17.0,22.0,19.0,Auto,0
Sedan/Wagon,330e Sedan,2022.0,BMW,Plug-in Hybrid Electric,23.0,320.0,0.0,0.0,75.0,25.0,33.0,28.0,Auto,0
Sedan/Wagon,330e xDrive,2022.0,BMW,Plug-in Hybrid Electric,20.0,290.0,0.0,0.0,67.0,22.0,30.0,25.0,Auto,0
Sedan/Wagon,530e Sedan,2022.0,BMW,Plug-in Hybrid Electric,21.0,340.0,0.0,0.0,64.0,24.0,29.0,26.0,Auto,0
Sedan/Wagon,530e xDrive Sedan,2022.0,BMW,Plug-in Hybrid Electric,19.0,320.0,0.0,0.0,62.0,22.0,28.0,25.0,Auto,0
Sedan/Wagon,540i Sedan,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,25.0,32.0,27.0,Auto,0
Sedan/Wagon,540i xDrive Sedan,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,22.0,29.0,25.0,Auto,0
Sedan/Wagon,745e xDrive,2022.0,BMW,Plug-in Hybrid Electric,17.0,290.0,0.0,0.0,56.0,19.0,26.0,22.0,Auto,0
Sedan/Wagon,"i4 eDrive40 Gran Coupe (18"" Wheels) ",2022.0,BMW,Electric,301.0,0.0,109.0,108.0,109.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,"i4 eDrive40 Gran Coupe (19"" Wheels) ",2022.0,BMW,Electric,282.0,0.0,100.0,98.0,99.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,"i4 M50 Gran Coupe (19"" Wheels) ",2022.0,BMW,Electric,270.0,0.0,94.0,98.0,96.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,"i4 M50 Gran Coupe (20"" Wheels) ",2022.0,BMW,Electric,227.0,0.0,79.0,80.0,80.0,0.0,0.0,0.0,Auto,0
SUV,"iX xDrive50 (20"" Wheels) ",2022.0,BMW,Electric,324.0,0.0,86.0,87.0,86.0,0.0,0.0,0.0,Auto,0
SUV,"iX xDrive50 (21"" Wheels) ",2022.0,BMW,Electric,305.0,0.0,82.0,84.0,83.0,0.0,0.0,0.0,Auto,0
SUV,"iX xDrive50 (22"" Wheels) ",2022.0,BMW,Electric,315.0,0.0,86.0,85.0,86.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,M340i Sedan,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,32.0,26.0,Auto,0
Sedan/Wagon,M340i xDrive Sedan,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,32.0,26.0,Auto,0
Sedan/Wagon,M440i Convertible,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,31.0,26.0,Auto,0
Sedan/Wagon,M440i Coupe,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,25.0,34.0,28.0,Auto,0
Sedan/Wagon,M440i xDrive Convertible,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,31.0,26.0,Auto,0
Sedan/Wagon,M440i xDrive Coupe,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,32.0,26.0,Auto,0
Sedan/Wagon,M440i xDrive Gran Coupe,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,22.0,29.0,25.0,Auto,0
SUV,X3 M40i,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,X4 M40i,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,X5 sDrive40i,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,X5 xDrive40i,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,25.0,23.0,Auto,0
SUV,X5 xDrive45e,2022.0,BMW,Plug-in Hybrid Electric,31.0,400.0,0.0,0.0,50.0,19.0,22.0,20.0,Auto,0
SUV,X6 xDrive40i,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,25.0,23.0,Auto,0
SUV,X7 xDrive40i,2022.0,BMW,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,24.0,21.0,Auto,0
SUV,Escalade 2WD,2022.0,Cadillac,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Escalade 4WD,2022.0,Cadillac,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
Sedan/Wagon,Bolt EUV,2022.0,Chevrolet,Electric,247.0,0.0,125.0,104.0,115.0,0.0,0.0,0.0,0,0
Sedan/Wagon,Bolt EV,2022.0,Chevrolet,Electric,259.0,0.0,131.0,109.0,120.0,0.0,0.0,0.0,0,0
Pickup,Colorado 2WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,30.0,23.0,Auto,0
Pickup,Colorado 4WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,19.0,28.0,22.0,Auto,0
Pickup,Colorado ZR2 4WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,18.0,22.0,19.0,Auto,0
Pickup,Silverado 2WD,2022.0,Chevrolet,Ethanol (E85),0.0,0.0,11.0,15.0,12.0,15.0,19.0,16.0,Auto,0
Pickup,Silverado 2WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,23.0,31.0,26.0,Auto,0
Pickup,Silverado 4WD,2022.0,Chevrolet,Ethanol (E85),0.0,0.0,11.0,13.0,12.0,14.0,16.0,15.0,Auto,0
Pickup,Silverado 4WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,26.0,23.0,Auto,0
Pickup,Silverado 4WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,26.0,24.0,Auto,0
Pickup,Silverado 4WD - Mud Terrain Tires,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,23.0,21.0,Auto,0
Pickup,Silverado 4WD - Mud Terrain Tires,2022.0,Chevrolet,Ethanol (E85),0.0,0.0,10.0,12.0,11.0,14.0,16.0,15.0,Auto,0
SUV,Suburban 2WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Suburban 4WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
SUV,Tahoe 2WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,28.0,24.0,Auto,0
SUV,Tahoe 4WD,2022.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
Van,Pacifica Hybrid,2022.0,Chrysler,Plug-in Hybrid Electric,32.0,520.0,0.0,0.0,82.0,29.0,30.0,30.0,Auto,0
Sedan/Wagon,SF90 Spyder,2022.0,Ferrari,Plug-in Hybrid Electric,8.0,320.0,0.0,0.0,44.0,16.0,19.0,17.0,Auto,0
Sedan/Wagon,SF90 Stradale ,2022.0,Ferrari,Plug-in Hybrid Electric,9.0,330.0,0.0,0.0,51.0,16.0,20.0,18.0,Auto,0
Sedan/Wagon,Escape AWD HEV,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,43.0,37.0,40.0,Auto,0
Sedan/Wagon,Escape FWD HEV,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,44.0,37.0,41.0,Auto,0
SUV,Escape FWD PHEV,2022.0,Ford,Plug-in Hybrid Electric,37.0,520.0,0.0,0.0,105.0,43.0,38.0,41.0,Auto,0
SUV,Explorer AWD FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,11.0,15.0,13.0,16.0,24.0,19.0,Auto,0
SUV,Explorer HEV AWD,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,26.0,25.0,Auto,0
SUV,Explorer HEV RWD,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,27.0,28.0,27.0,Auto,0
SUV,Explorer Platinum HEV ,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,24.0,23.0,Auto,0
SUV,Explorer Platinum HEV ,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,25.0,25.0,26.0,Auto,0
Pickup,F-150 2WD FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,14.0,18.0,16.0,19.0,24.0,21.0,Auto,0
Pickup,F-150 2WD FFV - Without Start/Stop,2022.0,Ford,Ethanol (E85),0.0,0.0,12.0,18.0,14.0,17.0,24.0,19.0,Auto,0
Pickup,F-150 2WD FFV - With Start/Stop,2022.0,Ford,Ethanol (E85),0.0,0.0,11.0,18.0,14.0,17.0,24.0,20.0,Auto,0
Pickup,F-150 4WD FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,14.0,18.0,15.0,19.0,22.0,20.0,Auto,0
Pickup,F-150 4WD FFV - Without Start/Stop,2022.0,Ford,Ethanol (E85),0.0,0.0,12.0,17.0,14.0,16.0,22.0,18.0,Auto,0
Pickup,F-150 4WD FFV - With Start/Stop,2022.0,Ford,Ethanol (E85),0.0,0.0,11.0,17.0,13.0,16.0,22.0,19.0,Auto,0
Pickup,F150 Lightning 4WD,2022.0,Ford,Electric,230.0,0.0,76.0,61.0,68.0,0.0,0.0,0.0,Auto,0
Pickup,F150 Lightning 4WD Extended Range,2022.0,Ford,Electric,320.0,0.0,78.0,63.0,70.0,0.0,0.0,0.0,Auto,0
Pickup,F150 Lightning Platinum 4WD,2022.0,Ford,Electric,300.0,0.0,73.0,60.0,66.0,0.0,0.0,0.0,Auto,0
Pickup,F150 Pickup 2WD HEV,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,Auto,0
Pickup,F150 Pickup 4WD HEV,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,Auto,0
Pickup,Maverick Pickup HEV,2022.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,42.0,33.0,37.0,Auto,0
SUV,Mustang Mach-E AWD,2022.0,Ford,Electric,224.0,0.0,98.0,86.0,93.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E AWD California Route 1,2022.0,Ford,Electric,312.0,0.0,105.0,91.0,98.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E AWD Extended,2022.0,Ford,Electric,277.0,0.0,97.0,84.0,91.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E GT AWD,2022.0,Ford,Electric,270.0,0.0,90.0,77.0,84.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E GT Performance,2022.0,Ford,Electric,260.0,0.0,88.0,75.0,82.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E RWD,2022.0,Ford,Electric,247.0,0.0,110.0,96.0,103.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E RWD California Route 1,2022.0,Ford,Electric,314.0,0.0,108.0,94.0,101.0,0.0,0.0,0.0,Auto,0
SUV,Mustang Mach-E RWD Extended,2022.0,Ford,Electric,303.0,0.0,104.0,90.0,97.0,0.0,0.0,0.0,Auto,0
Van,Transit Connect Van FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,18.0,20.0,19.0,24.0,27.0,25.0,Auto,0
Passenger Van/Shuttle Bus,Transit Connect Wagon LWB FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,16.0,21.0,18.0,24.0,28.0,26.0,Auto,0
Van,Transit T150 Passenger Van 2WD FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,11.0,15.0,12.0,15.0,19.0,17.0,Auto,0
Van,Transit T150 Passenger Van 4WD FFV,2022.0,Ford,Ethanol (E85),0.0,0.0,11.0,14.0,12.0,14.0,18.0,16.0,Auto,0
Pickup,Canyon 2WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,30.0,23.0,Auto,0
Pickup,Canyon 4WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,19.0,28.0,22.0,Auto,0
Pickup,Sierra 2WD,2022.0,GMC,Ethanol (E85),0.0,0.0,11.0,15.0,12.0,15.0,19.0,16.0,Auto,0
Pickup,Sierra 2WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,23.0,30.0,26.0,Auto,0
Pickup,Sierra 4WD,2022.0,GMC,Ethanol (E85),0.0,0.0,11.0,13.0,12.0,14.0,18.0,16.0,Auto,0
Pickup,Sierra 4WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,26.0,24.0,Auto,0
Pickup,Sierra 4WD - Mud Terrain Tires,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,23.0,21.0,Auto,0
Pickup,Sierra 4WD - Mud Terrain Tires,2022.0,GMC,Ethanol (E85),0.0,0.0,11.0,13.0,12.0,14.0,16.0,15.0,Auto,0
SUV,Yukon 2WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Yukon 4WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
SUV,Yukon XL 2WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Yukon XL 4WD,2022.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
Sedan/Wagon,Accord,2022.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,48.0,47.0,47.0,Auto,0
Sedan/Wagon,Accord Sport/Touring,2022.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,44.0,41.0,43.0,Auto,0
SUV,CR-V AWD,2022.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,40.0,35.0,38.0,Auto,0
Sedan/Wagon,Insight,2022.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,55.0,49.0,52.0,Auto,0
Sedan/Wagon,Insight Touring,2022.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,51.0,45.0,48.0,Auto,0
Sedan/Wagon,Elantra Hybrid,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,49.0,52.0,50.0,Auto,0
Sedan/Wagon,Elantra Hybrid Blue,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,53.0,56.0,54.0,Auto,0
Sedan/Wagon,Ioniq,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,54.0,57.0,55.0,Auto,0
SUV,Ioniq 5 AWD (Long Range),2022.0,Hyundai,Electric,256.0,0.0,110.0,87.0,98.0,0.0,0.0,0.0,Auto,0
SUV,Ioniq 5 RWD,2022.0,Hyundai,Electric,220.0,0.0,127.0,94.0,110.0,0.0,0.0,0.0,Auto,0
SUV,Ioniq 5 RWD (Long Range),2022.0,Hyundai,Electric,303.0,0.0,132.0,98.0,114.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Ioniq Blue,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,58.0,60.0,59.0,Auto,0
Sedan/Wagon,Ioniq Plug-in Hybrid,2022.0,Hyundai,Plug-in Hybrid Electric,29.0,620.0,0.0,0.0,119.0,52.0,51.0,52.0,Auto,0
SUV,Kona Electric,2022.0,Hyundai,Electric,258.0,0.0,132.0,108.0,120.0,0.0,0.0,0.0,Auto,0
SUV,Nexo,2022.0,Hyundai,Hydrogen Fuel Cell,0.0,0.0,59.0,54.0,57.0,0.0,0.0,0.0,Auto,0
SUV,Nexo Blue,2022.0,Hyundai,Hydrogen Fuel Cell,0.0,0.0,65.0,58.0,61.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Santa Fe Hybrid,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,33.0,30.0,32.0,Auto,0
Sedan/Wagon,Santa Fe Hybrid Blue,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,36.0,31.0,34.0,Auto,0
Sedan/Wagon,Santa Fe Plug-in Hybrid,2022.0,Hyundai,Plug-in Hybrid Electric,31.0,440.0,0.0,0.0,76.0,33.0,32.0,33.0,Auto,0
Sedan/Wagon,Sonata Hybrid,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,45.0,51.0,47.0,Auto,0
Sedan/Wagon,Sonata Hybrid Blue,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,50.0,54.0,52.0,Auto,0
Sedan/Wagon,Tucson Hybrid,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,37.0,36.0,37.0,Auto,0
Sedan/Wagon,Tucson Hybrid Blue,2022.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,Auto,0
SUV,Tucson Plug-in Hybrid,2022.0,Hyundai,Plug-in Hybrid Electric,33.0,420.0,0.0,0.0,80.0,35.0,35.0,35.0,Auto,0
SUV,E-PACE MHEV,2022.0,Jaguar,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,F-PACE P340 MHEV,2022.0,Jaguar,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,27.0,22.0,Auto,0
SUV,F-PACE P400 MHEV,2022.0,Jaguar,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,26.0,22.0,Auto,0
SUV,Grand Cherokee 4xe,2022.0,Jeep,Plug-in Hybrid Electric,26.0,470.0,0.0,0.0,56.0,23.0,24.0,23.0,Auto,0
SUV,Wagoneer 4x2,2022.0,Jeep,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,16.0,22.0,18.0,Auto,0
SUV,Wagoneer 4x4,2022.0,Jeep,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,15.0,20.0,17.0,Auto,0
SUV,Wrangler 2dr 4x4,2022.0,Jeep,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,24.0,21.0,Auto,0
SUV,Wrangler 4dr 4x4,2022.0,Jeep,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,24.0,21.0,Auto,0
SUV,Wrangler 4dr 4xe,2022.0,Jeep,Plug-in Hybrid Electric,22.0,370.0,0.0,0.0,49.0,20.0,20.0,20.0,Auto,0
Sedan/Wagon,EV6 AWD (Long Range) ,2022.0,Kia,Electric,274.0,0.0,116.0,94.0,105.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,EV6 RWD,2022.0,Kia,Electric,232.0,0.0,136.0,100.0,117.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,EV6 RWD (Long Range) ,2022.0,Kia,Electric,310.0,0.0,134.0,101.0,117.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Niro,2022.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,51.0,46.0,49.0,Auto,0
Sedan/Wagon,Niro Electric,2022.0,Kia,Electric,239.0,0.0,123.0,102.0,112.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Niro FE,2022.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,53.0,48.0,50.0,Auto,0
Sedan/Wagon,Niro Plug-in Hybrid,2022.0,Kia,Plug-in Hybrid Electric,26.0,560.0,0.0,0.0,105.0,48.0,44.0,46.0,Auto,0
Sedan/Wagon,Niro Touring,2022.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,46.0,40.0,43.0,Auto,0
SUV,Sorento Hybrid AWD,2022.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,36.0,33.0,35.0,Auto,0
SUV,Sorento Hybrid FWD,2022.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,39.0,35.0,37.0,Auto,0
SUV,Sorento Plug-in Hybrid,2022.0,Kia,Plug-in Hybrid Electric,32.0,460.0,0.0,0.0,79.0,35.0,33.0,34.0,Auto,0
SUV,Defender 110 MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,Auto,0
SUV,Defender 90 MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,Auto,0
SUV,Discovery MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,24.0,21.0,Auto,0
SUV,New Range Rover P360 LWB MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,26.0,21.0,Auto,0
SUV,New Range Rover P360 MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,26.0,21.0,Auto,0
SUV,New Range Rover P400 LWB MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,26.0,21.0,Auto,0
SUV,New Range Rover P400 MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,26.0,21.0,Auto,0
SUV,Range Rover Evoque MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,Range Rover P360 MHEV,2022.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,23.0,20.0,Auto,0
